module	file	loc	match_count	match_arms_total	avg_match_arms	if_count	if_chain_count	max_branch_depth	fanout	branch_sites_total
db::query::plan::planner::range::bounds	crates/icydb-core/src/db/query/plan/planner/range/bounds.rs	113	7	24	3.43	7	7	2	2	14
db::query::plan::planner::range::extract	crates/icydb-core/src/db/query/plan/planner/range/extract.rs	345	10	30	3.00	22	22	3	3	32
db::query::plan::planner::range	crates/icydb-core/src/db/query/plan/planner/range/mod.rs	32	0	0	0.00	0	0	0	2	0
db::query::plan::planner::ranking	crates/icydb-core/src/db/query/plan/planner/ranking.rs	146	1	4	4.00	11	11	1	2	12
db::query::plan::projection	crates/icydb-core/src/db/query/plan/projection.rs	126	7	17	2.43	0	0	2	2	7
db::query::plan::semantics::access_projection	crates/icydb-core/src/db/query/plan/semantics/access_projection.rs	278	3	19	6.33	1	1	1	2	4
db::query::plan::semantics::group_distinct	crates/icydb-core/src/db/query/plan/semantics/group_distinct.rs	261	3	14	4.67	8	8	1	2	11
db::query::plan::semantics::group_having	crates/icydb-core/src/db/query/plan/semantics/group_having.rs	191	6	25	4.17	8	8	2	2	14
db::query::plan::semantics::group_model	crates/icydb-core/src/db/query/plan/semantics/group_model.rs	132	3	7	2.33	2	2	1	2	5
db::query::plan::semantics::grouped_strategy	crates/icydb-core/src/db/query/plan/semantics/grouped_strategy.rs	312	5	19	3.80	10	10	2	1	15
db::query::plan::semantics::logical	crates/icydb-core/src/db/query/plan/semantics/logical.rs	683	13	31	2.38	19	19	2	3	32
db::query::plan::semantics	crates/icydb-core/src/db/query/plan/semantics/mod.rs	32	0	0	0.00	0	0	0	0	0
db::query::plan::semantics::pushdown	crates/icydb-core/src/db/query/plan/semantics/pushdown.rs	44	0	0	0.00	0	0	0	1	0
db::query::plan::validate::core	crates/icydb-core/src/db/query/plan/validate/core.rs	148	1	2	2.00	6	6	2	2	7
db::query::plan::validate::cursor_policy	crates/icydb-core/src/db/query/plan/validate/cursor_policy.rs	27	2	6	3.00	0	0	1	1	2
db::query::plan::validate::errors	crates/icydb-core/src/db/query/plan/validate/errors.rs	579	2	4	2.00	3	3	1	1	5
db::query::plan::validate::fluent_policy	crates/icydb-core/src/db/query/plan/validate/fluent_policy.rs	27	1	2	2.00	2	2	1	1	3
db::query::plan::validate::grouped::cursor	crates/icydb-core/src/db/query/plan/validate/grouped/cursor/mod.rs	99	2	6	3.00	3	3	2	1	5
db::query::plan::validate::grouped	crates/icydb-core/src/db/query/plan/validate/grouped/mod.rs	10	0	0	0.00	0	0	0	0	0
db::query::plan::validate::grouped::policy	crates/icydb-core/src/db/query/plan/validate/grouped/policy/mod.rs	103	2	5	2.50	2	2	1	1	4
db::query::plan::validate::grouped::policy::rules	crates/icydb-core/src/db/query/plan/validate/grouped/policy/rules.rs	168	0	0	0.00	2	2	1	1	2
db::query::plan::validate::grouped::projection_expr	crates/icydb-core/src/db/query/plan/validate/grouped/projection_expr/mod.rs	44	0	0	0.00	0	0	0	1	0
db::query::plan::validate::grouped::structure	crates/icydb-core/src/db/query/plan/validate/grouped/structure/mod.rs	173	1	4	4.00	2	2	1	2	3
db::query::plan::validate::intent_policy	crates/icydb-core/src/db/query/plan/validate/intent_policy.rs	41	0	0	0.00	6	6	2	1	6
db::query::plan::validate	crates/icydb-core/src/db/query/plan/validate/mod.rs	30	0	0	0.00	0	0	0	0	0
db::query::plan::validate::order	crates/icydb-core/src/db/query/plan/validate/order.rs	83	0	0	0.00	4	4	1	2	4
db::query::plan::validate::plan_shape	crates/icydb-core/src/db/query/plan/validate/plan_shape.rs	118	1	2	2.00	2	2	1	1	3
db::query::plan::validate::symbols	crates/icydb-core/src/db/query/plan/validate/symbols.rs	34	0	0	0.00	0	0	0	2	0
db::query::predicate	crates/icydb-core/src/db/query/predicate/mod.rs	2	0	0	0.00	0	0	0	0	0
db::query::predicate::validate	crates/icydb-core/src/db/query/predicate/validate.rs	403	4	18	4.50	30	26	2	2	30
db::query::trace	crates/icydb-core/src/db/query/trace.rs	86	0	0	0.00	0	0	0	1	0
db::registry::error	crates/icydb-core/src/db/registry/error.rs	29	1	2	2.00	0	0	1	1	1
db::registry::handle	crates/icydb-core/src/db/registry/handle.rs	67	0	0	0.00	0	0	0	1	0
db::registry	crates/icydb-core/src/db/registry/mod.rs	9	0	0	0.00	0	0	0	0	0
db::registry::readers	crates/icydb-core/src/db/registry/readers.rs	70	0	0	0.00	0	0	0	4	0
db::registry::registry	crates/icydb-core/src/db/registry/registry.rs	59	0	0	0.00	2	2	1	2	2
db::relation::metadata	crates/icydb-core/src/db/relation/metadata.rs	389	1	4	4.00	7	7	1	5	8
db::relation	crates/icydb-core/src/db/relation/mod.rs	126	2	4	2.00	1	1	2	3	3
db::relation::reverse_index	crates/icydb-core/src/db/relation/reverse_index.rs	557	9	27	3.00	10	10	2	5	19
db::relation::save_validate	crates/icydb-core/src/db/relation/save_validate.rs	94	0	0	0.00	1	1	1	4	1
db::relation::validate	crates/icydb-core/src/db/relation/validate.rs	182	0	0	0.00	3	3	1	6	3
db::response::grouped	crates/icydb-core/src/db/response/grouped.rs	105	0	0	0.00	0	0	0	2	0
db::response	crates/icydb-core/src/db/response/mod.rs	218	0	0	0.00	0	0	0	3	0
db::response::paged	crates/icydb-core/src/db/response/paged.rs	104	0	0	0.00	0	0	0	2	0
db::runtime_hooks	crates/icydb-core/src/db/runtime_hooks/mod.rs	153	0	0	0.00	7	7	1	5	7
db::scalar_expr	crates/icydb-core/src/db/scalar_expr.rs	436	25	145	5.80	6	5	2	5	30
db::schema::describe	crates/icydb-core/src/db/schema/describe.rs	384	5	35	7.00	0	0	2	2	5
db::schema::errors	crates/icydb-core/src/db/schema/errors.rs	80	0	0	0.00	0	0	0	2	0
db::schema::fingerprint	crates/icydb-core/src/db/schema/fingerprint.rs	147	4	9	2.25	1	1	2	3	5
db::schema::format	crates/icydb-core/src/db/schema/format.rs	57	0	0	0.00	4	4	1	2	4
db::schema::info	crates/icydb-core/src/db/schema/info.rs	77	0	0	0.00	1	1	1	2	1
db::schema	crates/icydb-core/src/db/schema/mod.rs	18	0	0	0.00	0	0	0	0	0
db::schema::types	crates/icydb-core/src/db/schema/types.rs	229	14	56	4.00	1	1	3	3	15
db::schema_evolution::descriptor	crates/icydb-core/src/db/schema_evolution/descriptor.rs	191	2	2	1.00	2	2	1	4	4
db::schema_evolution::execution	crates/icydb-core/src/db/schema_evolution/execution.rs	44	1	2	2.00	2	2	1	3	3
db::schema_evolution	crates/icydb-core/src/db/schema_evolution/mod.rs	14	0	0	0.00	0	0	0	0	0
db::schema_evolution::planner	crates/icydb-core/src/db/schema_evolution/planner.rs	128	1	1	1.00	5	5	2	2	6
db::schema_evolution::registry	crates/icydb-core/src/db/schema_evolution/registry.rs	53	0	0	0.00	0	0	0	1	0
db::session	crates/icydb-core/src/db/session/mod.rs	279	0	0	0.00	2	2	1	6	2
db::session::query::cache	crates/icydb-core/src/db/session/query/cache.rs	291	1	2	2.00	5	5	1	3	6
db::session::query	crates/icydb-core/src/db/session/query.rs	923	12	32	2.67	6	6	2	5	18
db::session::response::grouped	crates/icydb-core/src/db/session/response/grouped.rs	43	0	0	0.00	0	0	0	1	0
db::session::response	crates/icydb-core/src/db/session/response/mod.rs	5	0	0	0.00	0	0	0	0	0
db::session::response::scalar	crates/icydb-core/src/db/session/response/scalar.rs	33	0	0	0.00	0	0	0	2	0
db::session::sql::cache	crates/icydb-core/src/db/session/sql/cache.rs	176	0	0	0.00	0	0	0	2	0
db::session::sql::compiled	crates/icydb-core/src/db/session/sql/compiled.rs	48	0	0	0.00	0	0	0	1	0
db::session::sql::execute::explain	crates/icydb-core/src/db/session/sql/execute/explain.rs	272	4	17	4.25	8	8	2	2	12
db::session::sql::execute::global_aggregate	crates/icydb-core/src/db/session/sql/execute/global_aggregate.rs	100	1	7	7.00	0	0	1	2	1
db::session::sql::execute	crates/icydb-core/src/db/session/sql/execute/mod.rs	443	3	14	4.67	4	4	2	3	7
db::session::sql::execute::write	crates/icydb-core/src/db/session/sql/execute/write.rs	475	6	12	2.00	20	19	2	6	25
db::session::sql::execute::write_returning	crates/icydb-core/src/db/session/sql/execute/write_returning.rs	92	2	4	2.00	0	0	1	3	2
db::session::sql	crates/icydb-core/src/db/session/sql/mod.rs	790	2	19	9.50	2	2	2	3	4
db::session::sql::projection::labels	crates/icydb-core/src/db/session/sql/projection/labels.rs	118	3	7	2.33	6	5	3	3	8
db::session::sql::projection	crates/icydb-core/src/db/session/sql/projection/mod.rs	18	0	0	0.00	0	0	0	1	0
db::session::sql::projection::payload	crates/icydb-core/src/db/session/sql/projection/payload.rs	45	0	0	0.00	0	0	0	2	0
db::session::sql::projection::runtime::materialize	crates/icydb-core/src/db/session/sql/projection/runtime/materialize.rs	123	0	0	0.00	1	1	1	0	1
db::session::sql::projection::runtime	crates/icydb-core/src/db/session/sql/projection/runtime/mod.rs	79	0	0	0.00	0	0	0	4	0
db::session::write	crates/icydb-core/src/db/session/write.rs	132	0	0	0.00	0	0	0	3	0
db::sql::identifier	crates/icydb-core/src/db/sql/identifier.rs	124	2	16	8.00	3	3	1	1	5
db::sql::lowering::aggregate	crates/icydb-core/src/db/sql/lowering/aggregate.rs	1272	12	62	5.17	33	33	2	3	45
db::sql::lowering::analysis	crates/icydb-core/src/db/sql/lowering/analysis.rs	50	1	2	2.00	1	1	1	2	2
db::sql::lowering::expr	crates/icydb-core/src/db/sql/lowering/expr.rs	308	8	40	5.00	9	9	2	2	17
db::sql::lowering	crates/icydb-core/src/db/sql/lowering/mod.rs	366	6	21	3.50	1	1	1	2	7
db::sql::lowering::normalize	crates/icydb-core/src/db/sql/lowering/normalize.rs	598	7	39	5.57	10	10	1	1	17
db::sql::lowering::order_expr	crates/icydb-core/src/db/sql/lowering/order_expr.rs	17	0	0	0.00	0	0	0	1	0
db::sql::lowering::predicate	crates/icydb-core/src/db/sql/lowering/predicate/mod.rs	55	0	0	0.00	1	1	1	1	1
db::sql::lowering::predicate::normalize	crates/icydb-core/src/db/sql/lowering/predicate/normalize.rs	91	2	13	6.50	1	1	1	1	3
db::sql::lowering::predicate::validate	crates/icydb-core/src/db/sql/lowering/predicate/validate.rs	11	0	0	0.00	1	1	1	1	1
db::sql::lowering::prepare	crates/icydb-core/src/db/sql/lowering/prepare.rs	402	9	37	4.11	6	6	2	2	15
db::sql::lowering::select::aggregate	crates/icydb-core/src/db/sql/lowering/select/aggregate.rs	236	1	6	6.00	7	7	1	2	8
db::sql::lowering::select::binding	crates/icydb-core/src/db/sql/lowering/select/binding.rs	235	6	23	3.83	5	5	2	3	11
db::sql::lowering::select	crates/icydb-core/src/db/sql/lowering/select/mod.rs	388	3	6	2.00	11	10	3	3	13
db::sql::lowering::select::order	crates/icydb-core/src/db/sql/lowering/select/order.rs	57	1	2	2.00	2	2	1	1	3
db::sql::lowering::select::projection	crates/icydb-core/src/db/sql/lowering/select/projection.rs	210	2	5	2.50	13	13	2	2	15
db::sql	crates/icydb-core/src/db/sql/mod.rs	3	0	0	0.00	0	0	0	0	0
db::sql::parser::clauses	crates/icydb-core/src/db/sql/parser/clauses.rs	72	0	0	0.00	10	10	2	1	10
db::sql::parser	crates/icydb-core/src/db/sql/parser/mod.rs	224	1	13	13.00	7	7	2	2	8
db::sql::parser::model	crates/icydb-core/src/db/sql/parser/model.rs	654	14	84	6.00	13	13	2	2	27
db::sql::parser::order_expr	crates/icydb-core/src/db/sql/parser/order_expr.rs	542	5	60	12.00	32	28	2	2	33
db::sql::parser::projection	crates/icydb-core/src/db/sql/parser/projection.rs	908	11	63	5.73	63	63	3	2	74
db::sql::parser::statement::delete	crates/icydb-core/src/db/sql/parser/statement/delete.rs	46	0	0	0.00	5	5	1	1	5
db::sql::parser::statement::insert	crates/icydb-core/src/db/sql/parser/statement/insert.rs	92	0	0	0.00	9	9	1	2	9
db::sql::parser::statement	crates/icydb-core/src/db/sql/parser/statement/mod.rs	184	2	11	5.50	24	21	2	1	23
db::sql::parser::statement::select	crates/icydb-core/src/db/sql/parser/statement/select.rs	64	0	0	0.00	6	6	1	1	6
db::sql::parser::statement::update	crates/icydb-core/src/db/sql/parser/statement/update.rs	75	0	0	0.00	8	8	1	1	8
db::sql_shared::cursor	crates/icydb-core/src/db/sql_shared/cursor.rs	219	1	6	6.00	22	22	1	2	23
db::sql_shared::lexer::keywords	crates/icydb-core/src/db/sql_shared/lexer/keywords.rs	97	1	9	9.00	1	1	1	1	2
db::sql_shared::lexer	crates/icydb-core/src/db/sql_shared/lexer/mod.rs	11	0	0	0.00	0	0	0	1	0
db::sql_shared::lexer::scan	crates/icydb-core/src/db/sql_shared/lexer/scan.rs	120	4	24	6.00	9	7	3	1	11
db::sql_shared::lexer::token_body	crates/icydb-core/src/db/sql_shared/lexer/token_body.rs	66	1	2	2.00	3	3	2	1	4
db::sql_shared	crates/icydb-core/src/db/sql_shared/mod.rs	7	0	0	0.00	0	0	0	0	0
db::sql_shared::types	crates/icydb-core/src/db/sql_shared/types.rs	225	2	73	36.50	4	4	1	2	6
error	crates/icydb-core/src/error/mod.rs	1298	3	21	7.00	2	2	1	0	5
metrics	crates/icydb-core/src/metrics/mod.rs	6	0	0	0.00	0	0	0	0	0
metrics::sink	crates/icydb-core/src/metrics/sink.rs	408	7	31	4.43	2	2	2	2	9
metrics::state	crates/icydb-core/src/metrics/state.rs	376	0	0	0.00	2	2	1	0	2
model::entity	crates/icydb-core/src/model/entity.rs	61	0	0	0.00	0	0	0	1	0
model::field	crates/icydb-core/src/model/field.rs	572	11	58	5.27	13	13	2	3	24
model::field_kind_semantics	crates/icydb-core/src/model/field_kind_semantics.rs	358	25	98	3.92	1	1	2	3	26
model::index	crates/icydb-core/src/model/index.rs	353	7	25	3.57	6	5	2	1	12
model	crates/icydb-core/src/model/mod.rs	20	0	0	0.00	0	0	0	0	0
sanitize	crates/icydb-core/src/sanitize.rs	44	0	0	0.00	0	0	0	3	0
scalar_registry	crates/icydb-core/src/scalar_registry.rs	158	0	0	0.00	0	0	0	0	0
testing::entity_tags	crates/icydb-core/src/testing/entity_tags.rs	121	0	0	0.00	0	0	0	1	0
testing::fixtures	crates/icydb-core/src/testing/fixtures.rs	321	0	0	0.00	0	0	0	1	0
testing	crates/icydb-core/src/testing/mod.rs	28	0	0	0.00	0	0	0	0	0
traits::macros	crates/icydb-core/src/traits/macros.rs	16	0	0	0.00	0	0	0	0	0
traits	crates/icydb-core/src/traits/mod.rs	843	10	20	2.00	5	5	1	5	15
traits::numeric_value	crates/icydb-core/src/traits/numeric_value.rs	67	0	0	0.00	0	0	0	1	0
traits::visitor	crates/icydb-core/src/traits/visitor.rs	136	0	0	0.00	6	6	1	1	6
types::account	crates/icydb-core/src/types/account.rs	250	1	2	2.00	11	11	2	3	12
types::blob	crates/icydb-core/src/types/blob.rs	82	1	2	2.00	0	0	1	2	1
types::date	crates/icydb-core/src/types/date.rs	181	3	6	2.00	2	2	1	3	5
types::decimal::arithmetic	crates/icydb-core/src/types/decimal/arithmetic.rs	300	1	3	3.00	26	26	2	1	27
types::decimal::compare	crates/icydb-core/src/types/decimal/compare.rs	125	1	11	11.00	12	12	2	1	13
types::decimal	crates/icydb-core/src/types/decimal/mod.rs	301	1	2	2.00	14	14	1	1	15
types::decimal::text	crates/icydb-core/src/types/decimal/text.rs	100	0	0	0.00	16	15	2	1	15
types::decimal::wire	crates/icydb-core/src/types/decimal/wire.rs	96	1	2	2.00	2	2	1	1	3
types::duration	crates/icydb-core/src/types/duration.rs	279	2	7	3.50	8	8	1	3	10
types::float::float32	crates/icydb-core/src/types/float/float32.rs	161	1	2	2.00	6	6	1	4	7
types::float::float64	crates/icydb-core/src/types/float/float64.rs	149	1	2	2.00	4	4	1	4	5
types::float	crates/icydb-core/src/types/float/mod.rs	4	0	0	0.00	0	0	0	0	0
types::identity::entity_tag	crates/icydb-core/src/types/identity/entity_tag.rs	13	0	0	0.00	0	0	0	0	0
types::identity::generate_key	crates/icydb-core/src/types/identity/generate_key.rs	3	0	0	0.00	0	0	0	0	0
types::identity::id	crates/icydb-core/src/types/identity/id.rs	206	0	0	0.00	0	0	0	3	0
types::identity	crates/icydb-core/src/types/identity/mod.rs	8	0	0	0.00	0	0	0	0	0
types::identity::projection	crates/icydb-core/src/types/identity/projection.rs	45	0	0	0.00	0	0	0	2	0
types::int::int128	crates/icydb-core/src/types/int/int128.rs	158	1	2	2.00	1	1	1	3	2
types::int	crates/icydb-core/src/types/int/mod.rs	149	1	2	2.00	0	0	1	3	1
types	crates/icydb-core/src/types/mod.rs	39	0	0	0.00	0	0	0	0	0
types::nat	crates/icydb-core/src/types/nat/mod.rs	156	1	2	2.00	1	1	1	3	2
types::nat::nat128	crates/icydb-core/src/types/nat/nat128.rs	152	1	2	2.00	1	1	1	3	2
types::parse	crates/icydb-core/src/types/parse.rs	24	0	0	0.00	2	2	1	0	2
types::principal	crates/icydb-core/src/types/principal.rs	182	2	4	2.00	2	2	1	2	4
types::subaccount	crates/icydb-core/src/types/subaccount.rs	145	1	2	2.00	0	0	1	3	1
types::timestamp	crates/icydb-core/src/types/timestamp.rs	374	6	13	2.17	9	9	2	3	15
types::ulid::fixture	crates/icydb-core/src/types/ulid/fixture.rs	26	0	0	0.00	0	0	0	1	0
types::ulid::generator	crates/icydb-core/src/types/ulid/generator.rs	43	0	0	0.00	2	2	2	1	2
types::ulid	crates/icydb-core/src/types/ulid/mod.rs	191	2	4	2.00	2	2	1	4	4
types::unit	crates/icydb-core/src/types/unit.rs	71	1	2	2.00	0	0	1	2	1
validate	crates/icydb-core/src/validate.rs	12	0	0	0.00	0	0	0	2	0
value::canonical	crates/icydb-core/src/value/canonical.rs	5	0	0	0.00	0	0	0	1	0
value::coercion	crates/icydb-core/src/value/coercion.rs	15	0	0	0.00	0	0	0	0	0
value::compare	crates/icydb-core/src/value/compare.rs	121	3	50	16.67	7	7	1	1	10
value::hash	crates/icydb-core/src/value/hash.rs	294	5	48	9.60	3	3	2	3	8
value::input	crates/icydb-core/src/value/input.rs	316	3	50	16.67	1	1	1	3	4
value	crates/icydb-core/src/value/mod.rs	856	21	135	6.43	20	20	2	3	41
value::output	crates/icydb-core/src/value/output.rs	113	1	24	24.00	0	0	1	2	1
value::rank	crates/icydb-core/src/value/rank.rs	5	0	0	0.00	0	0	0	1	0
value::storage_key	crates/icydb-core/src/value/storage_key.rs	259	6	36	6.00	2	2	2	3	8
value::storage_key_runtime	crates/icydb-core/src/value/storage_key_runtime.rs	74	4	43	10.75	1	1	1	1	5
value::tag	crates/icydb-core/src/value/tag.rs	93	2	48	24.00	0	0	1	1	2
value::wire	crates/icydb-core/src/value/wire.rs	131	2	28	14.00	0	0	1	2	2
visitor::context	crates/icydb-core/src/visitor/context.rs	81	1	2	2.00	1	1	2	1	2
visitor	crates/icydb-core/src/visitor/mod.rs	369	1	3	3.00	12	12	2	3	13
visitor::sanitize	crates/icydb-core/src/visitor/sanitize.rs	19	0	0	0.00	0	0	0	2	0
visitor::validate	crates/icydb-core/src/visitor/validate.rs	19	0	0	0.00	0	0	0	2	0
